Reduced Cell Formula,Working Ion,nZn_max,nAl_max,nMg_max,nK_max,nLi_max,n_alkaline_earth_metals,n_lanthanoids,n_metalloids,n_post_transition_metals,n_reactive_nonmetals,n_transition_metals,n_alkali_metals,n_actinoids,nBe,nSr,nBa,nCa,nPr,nHo,nCe,nTb,nGd,nLa,nLu,nNd,nSi,nGe,nTe,nSb,nAs,nSn,nBi,nGa,nO,nP,nS,nF,nI,nSe,nN,nH,nCl,nBr,nCu,nV,nFe,nTi,nCr,nMn,nNi,nCo,nW,nMo,nTa,nNb,nZr,nSc,nRe,nIr,nAg,nTc,nY,nNa,nLi,nRb,nCs,nU,Average Voltage,V_level_overall,Capacity Grav,C_grav_level_overall,Capacity Vol,C_vol_level_overall,Specific E Wh/kg,specific_e_level_overall,E Density Wh/l,e_density_level_overall,Working_Ion_Number,Working_Ion
Zn0 –1NiP2WO9,Zn,1,,,,,0,0,0,0,11,2,0,0,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,0.57,Mid,104,Mid,494,Mid,59,Mid,280,Mid,1,Zn
Zn0 –1NiP2O7,Zn,1,,,,,0,0,0,0,9,1,0,0,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2.9,Mid,180,Mid,723,Mid,521,Mid,2094,Mid,1,Zn
Zn0 –1NiO2,Zn,1,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1.73,Mid,343,Mid,2280,High,595,Mid,3953,High,1,Zn
Zn0 –1NiMoP2O9,Zn,1,,,,,0,0,0,0,11,2,0,0,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1.02,Mid,126,Mid,506,Mid,128,Mid,515,Mid,1,Zn
Zn0 –1NiF4,Zn,1,,,,,0,4,0,0,0,1,0,0,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3.66,High,268,Mid,1348,Mid,979,High,4930,High,1,Zn
Zn0 –1NiBiP2O9,Zn,1,,,,,0,0,0,1,11,1,0,0,,,,,,,,,,,,,,,,,,,1,,9,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,Mid,99,Mid,479,Mid,199,Mid,956,Mid,1,Zn
Zn0 –1Ni9O10,Zn,1,,,,,0,0,0,0,10,9,0,0,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,1.69,Mid,71,Mid,467,Mid,120,Mid,787,Mid,1,Zn
Zn0 –1Ni3P3O13,Zn,1,,,,,0,0,0,0,16,3,0,0,,,,,,,,,,,,,,,,,,,,,13,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2.54,Mid,99,Mid,377,Mid,251,Mid,956,Mid,1,Zn
Zn0 –1Ni2P2O9,Zn,1,,,,,0,0,0,0,11,2,0,0,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2.56,Mid,138,Mid,569,Mid,353,Mid,1456,Mid,1,Zn
Zn0 –1Ni,Zn,1,,,,,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,-0.84,Low,432,Mid,2330,High,-361,Low,-1949,Low,1,Zn
Zn0 –1MoO3,Zn,1,,,,,0,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0.75,Mid,256,Mid,1575,High,193,Mid,1187,Mid,1,Zn
Zn0 –1MoF5,Zn,1,,,,,0,5,0,0,0,1,0,0,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1.48,Mid,209,Mid,846,Mid,311,Mid,1257,Mid,1,Zn
Zn0 –1MoF5,Zn,1,,,,,0,5,0,0,0,1,0,0,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1.47,Mid,209,Mid,844,Mid,307,Mid,1239,Mid,1,Zn
Zn0 –1MoAsO5,Zn,1,,,,,0,0,1,0,5,1,0,0,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1.33,Mid,169,Mid,791,Mid,225,Mid,1048,Mid,1,Zn
Zn0 –1Mo3P3O13,Zn,1,,,,,0,0,0,0,16,3,0,0,,,,,,,,,,,,,,,,,,,,,13,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0.34,Mid,82,Mid,324,Mid,28,Mid,109,Low,1,Zn
Zn0 –1Mo2P2O9,Zn,1,,,,,0,0,0,0,11,2,0,0,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,0.42,Mid,116,Mid,479,Mid,49,Mid,203,Mid,1,Zn
Zn0 –1MnNiP2O9,Zn,1,,,,,0,0,0,0,11,2,0,0,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,2.38,Mid,139,Mid,555,Mid,331,Mid,1321,Mid,1,Zn
Zn0 –1MnF4,Zn,1,,,,,0,4,0,0,0,1,0,0,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2.99,Mid,273,Mid,1245,Mid,816,High,3719,High,1,Zn
Zn0 –1Mn3P3O13,Zn,1,,,,,0,0,0,0,16,3,0,0,,,,,,,,,,,,,,,,,,,,,13,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,1.77,Mid,101,Mid,366,Mid,179,Mid,647,Mid,1,Zn
Zn0 –1Mn3Nb2O9,Zn,1,,,,,0,0,0,0,9,5,0,0,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,3,,,,,2,,,,,,,,,,,,,,1.46,Mid,96,Mid,491,Mid,140,Mid,719,Mid,1,Zn
Zn0 –1Mn2P2O9,Zn,1,,,,,0,0,0,0,11,2,0,0,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1.87,Mid,141,Mid,530,Mid,263,Mid,989,Mid,1,Zn
Zn0 –1LaVFeO6,Zn,1,,,,,0,1,0,0,6,1,0,0,,,,,,,,,,1,,,,,,,,,,,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1.58,Mid,132,Mid,752,Mid,208,Mid,1190,Mid,1,Zn
Zn0 –1LaTaFeO6,Zn,1,,,,,1,1,0,0,6,1,0,0,,,,1,,,,,,1,,,,,,,,,,,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1.44,Mid,100,Mid,691,Mid,144,Mid,997,Mid,1,Zn
Zn0 –1LaFeWO6,Zn,1,,,,,0,1,0,0,6,2,0,0,,,,,,,,,,1,,,,,,,,,,,6,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,0.39,Mid,99,Mid,690,Mid,39,Mid,269,Mid,1,Zn
Zn0 –1LaFeSbO6,Zn,1,,,,,0,1,1,0,6,1,0,0,,,,,,,,,,1,,,,,,1,,,,,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1.51,Mid,112,Mid,713,Mid,170,Mid,1079,Mid,1,Zn
Zn0 –1LaFeMoO6,Zn,1,,,,,0,1,0,0,6,2,0,0,,,,,,,,,,1,,,,,,,,,,,6,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,0.7,Mid,119,Mid,693,Mid,82,Mid,482,Mid,1,Zn
Zn0 –1LaFeBiO6,Zn,1,,,,,0,1,0,1,6,1,0,0,,,,,,,,,,1,,,,,,,,,1,,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2.03,Mid,95,Mid,642,Mid,192,Mid,1301,Mid,1,Zn
Zn0 –1LaCrFeO6,Zn,1,,,,,0,1,0,0,6,2,0,0,,,,,,,,,,1,,,,,,,,,,,6,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1.97,Mid,131,Mid,787,Mid,259,Mid,1549,Mid,1,Zn
Zn0 –1La2WO6,Zn,1,,,,,0,2,0,0,6,1,0,0,,,,,,,,,,2,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,-0.16,Low,86,Mid,668,Mid,-14,Low,-107,Low,1,Zn
Zn0 –1La2MoO6,Zn,1,,,,,0,2,0,0,6,1,0,0,,,,,,,,,,2,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0.56,Mid,100,Mid,672,Mid,56,Mid,375,Mid,1,Zn
Zn0 –1La2CrO6,Zn,1,,,,,0,2,0,0,6,1,0,0,,,,,,,,,,2,,,,,,,,,,,6,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1.86,Mid,109,Mid,723,Mid,203,Mid,1344,Mid,1,Zn
Zn0 –1HoV2O6,Zn,1,,,,,0,1,0,0,6,0,0,0,,,,,,1,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,Mid,125,Mid,815,Mid,112,Mid,729,Mid,1,Zn
Zn0 –1HoCr2O6,Zn,1,,,,,0,1,0,0,6,2,0,0,,,,,,1,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2.01,Mid,125,Mid,834,Mid,250,Mid,1672,Mid,1,Zn
Zn0 –1FeP2O7,Zn,1,,,,,0,0,0,0,9,1,0,0,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2.11,Mid,182,Mid,695,Mid,383,Mid,1465,Mid,1,Zn
Zn0 –1FeNiP2O9,Zn,1,,,,,0,0,0,0,11,2,0,0,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,2.51,Mid,139,Mid,544,Mid,349,Mid,1368,Mid,1,Zn
Zn0 –1FeF4,Zn,1,,,,,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2.58,Mid,272,Mid,1271,Mid,702,High,3282,High,1,Zn
Zn0 –1Fe5O8,Zn,1,,,,,0,0,0,0,8,5,0,0,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,2.26,Mid,113,Mid,563,Mid,256,Mid,1270,Mid,1,Zn
Zn0 –1Fe5O7,Zn,1,,,,,0,0,0,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,1.06,Mid,117,Mid,638,Mid,125,Mid,679,Mid,1,Zn
Zn0 –1Fe3P3O13,Zn,1,,,,,0,0,0,0,16,3,0,0,,,,,,,,,,,,,,,,,,,,,13,3,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,2.24,Mid,100,Mid,368,Mid,224,Mid,823,Mid,1,Zn
Zn0 –1CuW2O7,Zn,1,,,,,0,0,0,0,7,3,0,0,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,0.61,Mid,88,Mid,527,Mid,53,Mid,319,Mid,1,Zn
Zn0 –1Cu2SnSe4,Zn,1,,,,,0,0,0,1,4,2,0,0,,,,,,,,,,,,,,,,,,1,,,,,,4,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,0.91,Mid,85,Mid,466,Mid,78,Mid,425,Mid,1,Zn
Zn0 –1Cu2GeSe4,Zn,1,,,,,0,0,1,0,4,2,0,0,,,,,,,,,,,,,,1,,,,,,,,,,4,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,0.85,Mid,92,Mid,493,Mid,79,Mid,422,Mid,1,Zn
Zn0 –1Cu2GeS4,Zn,1,,,,,0,0,1,0,4,2,0,0,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1.11,Mid,136,Mid,584,Mid,151,Mid,647,Mid,1,Zn
Zn0 –1CrP2O7,Zn,1,,,,,0,0,0,0,9,1,0,0,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1.72,Mid,184,Mid,675,Mid,317,Mid,1164,Mid,1,Zn
Zn0 –1CrO3,Zn,1,,,,,0,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1.85,Mid,324,Mid,1779,High,599,Mid,3287,High,1,Zn
Zn0 –1CrNiP2O9,Zn,1,,,,,0,0,0,0,11,2,0,0,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,2.23,Mid,140,Mid,544,Mid,313,Mid,1215,Mid,1,Zn
Zn0 –1CrF6,Zn,1,,,,,0,6,0,0,0,1,0,0,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3.3,Mid,232,Mid,846,Mid,764,High,2789,High,1,Zn
Zn0 –1CrF5,Zn,1,,,,,0,5,0,0,0,1,0,0,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3.01,Mid,252,Mid,971,Mid,759,High,2922,High,1,Zn
Zn0 –1CrF5,Zn,1,,,,,0,5,0,0,0,1,0,0,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2.98,Mid,252,Mid,988,Mid,752,High,2946,High,1,Zn
Zn0 –1CrAsO5,Zn,1,,,,,0,0,1,0,5,1,0,0,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2.29,Mid,197,Mid,869,Mid,450,Mid,1987,Mid,1,Zn
Zn0 –1Cr5O7,Zn,1,,,,,0,0,0,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,0.36,Mid,123,Mid,630,Mid,45,Mid,230,Mid,1,Zn
Zn0 –1Cr4O9,Zn,1,,,,,0,0,0,0,9,4,0,0,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1.28,Mid,128,Mid,513,Mid,164,Mid,654,Mid,1,Zn
Zn0 –1Cr3P3O13,Zn,1,,,,,0,0,0,0,16,3,0,0,,,,,,,,,,,,,,,,,,,,,13,3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1.74,Mid,103,Mid,375,Mid,179,Mid,654,Mid,1,Zn
Zn0 –1Cr2P2O9,Zn,1,,,,,0,0,0,0,11,2,0,0,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2.02,Mid,143,Mid,543,Mid,289,Mid,1098,Mid,1,Zn
Zn0 –1CoP2O7,Zn,1,,,,,0,0,0,0,9,1,0,0,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2.61,Mid,180,Mid,712,Mid,469,Mid,1858,Mid,1,Zn
Zn0 –1CoO2,Zn,1,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1.25,Mid,343,Mid,2219,High,428,Mid,2769,High,1,Zn
Zn0 –1Co5O7,Zn,1,,,,,0,0,0,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1.57,Mid,114,Mid,727,Mid,179,Mid,1144,Mid,1,Zn
Zn0 –1Ca2Sn,Zn,1,,,,,0,1,0,1,0,0,0,0,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,Low,203,Mid,810,Mid,17,Mid,66,Low,1,Zn
Zn0 –1BiSbO5,Zn,1,,,,,0,0,1,1,5,0,0,0,,,,,,,,,,,,,,,,1,,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,Mid,113,Mid,781,Mid,305,Mid,2116,Mid,1,Zn
Zn0 –1BiF5,Zn,1,,,,,0,5,0,1,0,0,0,0,,,,,,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,Mid,145,Mid,735,Mid,408,Mid,2069,Mid,1,Zn
Zn0 –1BiF5,Zn,1,,,,,0,5,0,1,0,0,0,0,,,,,,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82,Mid,145,Mid,729,Mid,410,Mid,2059,Mid,1,Zn
Zn0 –1BiAsO5,Zn,1,,,,,0,0,1,1,5,0,0,0,,,,,,,,,,,,,,,,,1,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,Mid,125,Mid,671,Mid,277,Mid,1488,Mid,1,Zn
Zn0 –1Bi6P2O15,Zn,1,,,,,0,0,0,6,17,0,0,0,,,,,,,,,,,,,,,,,,,6,,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,Mid,33,Mid,250,Mid,88,Mid,666,Mid,1,Zn
Zn0 –1Bi2P2O9,Zn,1,,,,,0,0,0,2,11,0,0,0,,,,,,,,,,,,,,,,,,,2,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,Mid,78,Mid,424,Mid,132,Mid,718,Mid,1,Zn
Zn0 –1Bi2O5,Zn,1,,,,,0,0,0,2,5,0,0,0,,,,,,,,,,,,,,,,,,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,Mid,95,Mid,683,Mid,187,Mid,1344,Mid,1,Zn
Zn0 –1BaWF7,Zn,1,,,,,1,7,0,0,0,1,0,0,,,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0.71,Mid,103,Mid,593,Mid,74,Mid,423,Mid,1,Zn
Zn0 –1BaV4O8,Zn,1,,,,,1,0,0,0,8,4,0,0,,,1,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,0.65,Mid,100,Mid,460,Mid,65,Mid,298,Mid,1,Zn
Zn0 –1BaTi4O8,Zn,1,,,,,1,0,0,0,12,4,0,0,,,1,,,,,,,,,,,,,,,,,,8,,,,,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,-0.66,Low,103,Mid,344,Mid,-67,Low,-225,Low,1,Zn
Zn0 –1BaSbF7,Zn,1,,,,,1,7,1,0,0,0,0,0,,,1,,,,,,7,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,Mid,117,Mid,576,Mid,139,Mid,685,Mid,1,Zn
Zn0 –1BaMoF7,Zn,1,,,,,1,7,0,0,0,1,0,0,,,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1.57,Mid,124,Mid,606,Mid,195,Mid,953,Mid,1,Zn
Zn0 –1BaMn4O8,Zn,1,,,,,1,0,0,0,8,4,0,0,,,1,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,1.68,Mid,97,Mid,470,Mid,163,Mid,789,Mid,1,Zn
Zn0 –1BaCrF7,Zn,1,,,,,1,7,0,0,0,1,0,0,,,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3.08,Mid,138,Mid,643,Mid,425,Mid,1977,Mid,1,Zn
Zn0 –1BaCr4O8,Zn,1,,,,,1,0,0,0,8,4,0,0,,,1,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,0.79,Mid,100,Mid,476,Mid,79,Mid,376,Mid,1,Zn
Zn0 –1BaBiF7,Zn,1,,,,,1,7,0,1,0,0,0,0,,,1,,,,,,7,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,Mid,98,Mid,578,Mid,285,Mid,1675,Mid,1,Zn
Zn0 –1Ba2Mn2CuF14,Zn,1,,,,,2,14,0,0,0,3,0,0,,,2,,,,,,14,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,2.11,Mid,69,Mid,323,Mid,145,Mid,682,Mid,1,Zn
Zn0 –1Ba2Fe2CuF14,Zn,1,,,,,2,14,0,0,0,3,0,0,,,2,,,,,,14,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,3,Mid,69,Mid,326,Mid,206,Mid,980,Mid,1,Zn
Zn0 –1Ba2Cr2CuF14,Zn,1,,,,,2,14,0,0,0,3,0,0,,,2,,,,,,14,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,2.5,Mid,69,Mid,321,Mid,173,Mid,801,Mid,1,Zn
Zn0 –0.5WO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0.07,Low,108,Mid,959,Mid,8,Mid,69,Low,1,Zn
Zn0 –0.5WO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0.1,Low,108,Mid,962,Mid,11,Mid,100,Low,1,Zn
Zn0 –0.5WO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0.01,Low,108,Mid,960,Mid,1,Low,13,Low,1,Zn
Zn0 –0.5WO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0.65,Mid,108,Mid,961,Mid,70,Mid,622,Mid,1,Zn
Zn0 –0.5WO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,-0.03,Low,108,Mid,1037,Mid,-3,Low,-27,Low,1,Zn
Zn0 –0.5W2O3,Zn,0.5,,,,,0,0,0,0,3,2,0,0,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,0.02,Low,60,Mid,607,Mid,1,Low,10,Low,1,Zn
Zn0 –0.5W18O49,Zn,0.5,,,,,0,0,0,0,49,18,0,0,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,-0.76,Low,6,Mid,47,Mid,-5,Low,-35,Low,1,Zn
Zn0 –0.5VS2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.6,Mid,181,Mid,694,Mid,108,Mid,413,Mid,1,Zn
Zn0 –0.5VO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1.29,Mid,232,Mid,1132,Mid,299,Mid,1462,Mid,1,Zn
Zn0 –0.5VO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1.21,Mid,232,Mid,1123,Mid,281,Mid,1360,Mid,1,Zn
Zn0 –0.5VO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1.13,Mid,232,Mid,1125,Mid,262,Mid,1273,Mid,1,Zn
Zn0 –0.5VO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1.17,Mid,232,Mid,1122,Mid,271,Mid,1312,Mid,1,Zn
Zn0 –0.5VO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.87,Mid,232,Mid,1120,Mid,202,Mid,978,Mid,1,Zn
Zn0 –0.5VO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.64,Mid,232,Mid,1115,Mid,149,Mid,715,Mid,1,Zn
Zn0 –0.5VO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.7,Mid,232,Mid,1225,Mid,163,Mid,861,Mid,1,Zn
Zn0 –0.5VO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.47,Mid,232,Mid,1231,Mid,109,Mid,581,Mid,1,Zn
Zn0 –0.5VO2,Zn,0.5,,,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0.58,Mid,232,Mid,1114,Mid,134,Mid,646,Mid,1,Zn
Zn0 –0.5VCuO4,Zn,0.5,,,,,0,0,0,0,4,2,0,0,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,2.33,Mid,127,Mid,549,Mid,295,Mid,1276,Mid,1,Zn
Zn0 –0.5V2O5,Zn,0.5,,,,,0,0,0,0,5,2,0,0,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1.07,Mid,125,Mid,415,Mid,134,Mid,445,Mid,1,Zn
Zn0 –0.5V2O3,Zn,0.5,,,,,0,0,0,0,3,2,0,0,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0.17,Low,147,Mid,756,Mid,25,Mid,127,Mid,1,Zn
Zn0 –0.5TiS2,Zn,0.5,,,,,0,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0.39,Mid,185,Mid,679,Mid,72,Mid,266,Mid,1,Zn
Zn0 –0.5TiO2,Zn,0.5,,,,,0,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0.06,Low,238,Mid,1142,Mid,13,Mid,65,Low,1,Zn
Zn0 –0.5TiO2,Zn,0.5,,,,,0,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,-0.35,Low,238,Mid,1124,Mid,-83,Low,-390,Low,1,Zn
