Reduced Cell Formula,Working Ion,nZn_max,nAl_max,nMg_max,nK_max,nLi_max,n_alkaline_earth_metals,n_lanthanoids,n_metalloids,n_post_transition_metals,n_reactive_nonmetals,n_transition_metals,n_alkali_metals,n_actinoids,nBe,nSr,nBa,nCa,nPr,nHo,nCe,nTb,nGd,nLa,nLu,nNd,nSi,nGe,nTe,nSb,nAs,nSn,nBi,nGa,nO,nP,nS,nF,nI,nSe,nN,nH,nCl,nBr,nCu,nV,nFe,nTi,nCr,nMn,nNi,nCo,nW,nMo,nTa,nNb,nZr,nSc,nRe,nIr,nAg,nTc,nY,nNa,nLi,nRb,nCs,nU,Average Voltage,V_level_overall,Capacity Grav,C_grav_level_overall,Capacity Vol,C_vol_level_overall,Specific E Wh/kg,specific_e_level_overall,E Density Wh/l,e_density_level_overall,Working_Ion_Number,Working_Ion
Mg0 –0.5MnO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,Mid,270,Mid,1119,Mid,811,High,3354,High,3,Mg
Mg0 –1BaCrF7,Mg,,,1,,,1,7,0,0,0,1,0,0,,,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4.89,High,155,Mid,655,Mid,756,High,3201,High,3,Mg
Mg1 –3Sn,Mg,,,3,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,Low,559,High,1964,High,50,Mid,174,Mid,3,Mg
MgLi3(NiO2)4,Mg,,,1,,,0,0,0,0,8,4,3,0,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,,2.91,Mid,131,Mid,623,Mid,383,Mid,1812,Mid,3,Mg
Mg0 –0.5VO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2.5,Mid,282,Mid,1131,Mid,704,High,2823,High,3,Mg
MgSrFe(PO4)2,Mg,,,1,,,1,0,0,0,10,1,0,0,,1,,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3.44,Mid,150,Mid,552,Mid,515,Mid,1897,Mid,3,Mg
Mg0 –1Li14Co13O28,Mg,,,1,,,0,0,0,0,28,13,14,0,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,14,,,,3.12,Mid,40,Mid,193,Mid,125,Mid,602,Mid,3,Mg
Mg0 –20NdNi2,Mg,,,20,,,0,1,0,0,0,2,0,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,0.02,Low,1434,High,3579,High,24,Mid,59,Low,3,Mg
Mg0 –1VP2O7,Mg,,,1,,,0,0,0,0,9,1,0,0,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2.73,Mid,215,Mid,694,Mid,588,Mid,1897,Mid,3,Mg
Mg0 –1CoP2O7,Mg,,,1,,,0,0,0,0,9,1,0,0,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4.17,High,208,Mid,713,Mid,870,High,2977,High,3,Mg
Mg1.5 –2VBiO6,Mg,,,2,,,0,0,0,1,6,1,0,0,,,,,,,,,,,,,,,,,,,1,,6,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4.47,High,66,Mid,319,Mid,296,Mid,1426,Mid,3,Mg
MgCr(PO3)4,Mg,,,1,,,0,0,0,0,16,1,0,0,,,,,,,,,,,,,,,,,,,,,12,4,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3.6,High,137,Mid,390,Mid,492,Mid,1405,Mid,3,Mg
Mg0 –1CrP2O7,Mg,,,1,,,0,0,0,0,9,1,0,0,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3.28,Mid,214,Mid,677,Mid,704,High,2223,Mid,3,Mg
Mg0 –0.5FeO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3.85,High,268,Mid,1138,Mid,1032,High,4383,High,3,Mg
Mg0 –1MnO2,Mg,,,1,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2.35,Mid,482,High,2101,High,1131,High,4933,High,3,Mg
Mg0 –0.5MnO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3.13,Mid,270,Mid,1123,Mid,848,High,3521,High,3,Mg
MgSrCo(PO4)2,Mg,,,1,,,1,0,0,0,10,1,0,0,,1,,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3.7,High,149,Mid,554,Mid,550,Mid,2051,Mid,3,Mg
Mg0 –0.5TiO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1.3,Mid,291,Mid,1142,Mid,380,Mid,1489,Mid,3,Mg
Mg0 –0.5VCuO4,Mg,,,0.5,,,0,0,0,0,4,2,0,0,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,3.83,High,141,Mid,552,Mid,538,Mid,2114,Mid,3,Mg
Mg0 –1Mo2P2O9,Mg,,,1,,,0,0,0,0,11,2,0,0,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2.01,Mid,127,Mid,496,Mid,255,Mid,997,Mid,3,Mg
Mg0 –0.5CuMoO4,Mg,,,0.5,,,0,0,0,0,4,2,0,0,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,2.56,Mid,114,Mid,500,Mid,292,Mid,1282,Mid,3,Mg
MgSrCr(PO4)2,Mg,,,1,,,1,0,0,0,10,1,0,0,,1,,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2.99,Mid,151,Mid,549,Mid,453,Mid,1639,Mid,3,Mg
MgSrV(PO4)2,Mg,,,1,,,1,0,0,0,10,1,0,0,,1,,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2.42,Mid,152,Mid,541,Mid,367,Mid,1309,Mid,3,Mg
MgSrMn(PO4)2,Mg,,,1,,,1,0,0,0,10,1,0,0,,1,,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3.45,Mid,150,Mid,537,Mid,518,Mid,1853,Mid,3,Mg
MgNi5(TeO6)3,Mg,,,1,,,0,0,3,0,18,5,0,0,,,,,,,,,,,,,,,3,,,,,,18,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,3.87,High,202,Mid,1050,Mid,782,High,4065,High,3,Mg
Mg0 –1Cr2P2O9,Mg,,,1,,,0,0,0,0,11,2,0,0,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,3.62,High,160,Mid,547,Mid,580,Mid,1978,Mid,3,Mg
Mg0 –0.5FeO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3.9,High,268,Mid,1142,Mid,1045,High,4455,High,3,Mg
Mg0 –1Ba2Cr2CuF14,Mg,,,1,,,2,14,0,0,0,3,0,0,,,2,,,,,,14,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,4.27,High,73,Mid,333,Mid,312,Mid,1421,Mid,3,Mg
Mg0 –2Ta2CrO8,Mg,,,2,,,2,0,0,0,8,1,0,0,,,,2,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3.37,Mid,182,Mid,1160,Mid,612,Mid,3908,High,3,Mg
MgCo(SiO3)2,Mg,,,1,,,0,0,2,0,6,1,0,0,,,,,,,,,,,,,2,,,,,,,,6,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3.49,Mid,228,Mid,796,Mid,796,High,2782,High,3,Mg
MgTiV(PO4)3,Mg,,,1,,,0,0,0,0,15,2,0,0,,,,,,,,,,,,,,,,,,,,,12,3,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,2.66,Mid,131,Mid,398,Mid,350,Mid,1059,Mid,3,Mg
Mg0 –0.5MnO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3.27,Mid,270,Mid,1129,Mid,886,High,3698,High,3,Mg
Mg0 –1MnO2,Mg,,,1,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2.32,Mid,482,High,2106,High,1117,High,4883,High,3,Mg
Mg0 –0.5TiO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1.24,Mid,291,Mid,1143,Mid,361,Mid,1415,Mid,3,Mg
MgV(SiO3)2,Mg,,,1,,,0,0,2,0,6,1,0,0,,,,,,,,,,,,,2,,,,,,,,6,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1.79,Mid,236,Mid,773,Mid,423,Mid,1387,Mid,3,Mg
Mg0 –1VNiP2O9,Mg,,,1,,,0,0,0,0,11,2,0,0,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,3.52,High,158,Mid,547,Mid,555,Mid,1925,Mid,3,Mg
Mg0 –0.5TiO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1.24,Mid,291,Mid,1147,Mid,361,Mid,1421,Mid,3,Mg
Mg0 –1Mo3P3O13,Mg,,,1,,,0,0,0,0,16,3,0,0,,,,,,,,,,,,,,,,,,,,,13,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1.89,Mid,87,Mid,329,Mid,165,Mid,621,Mid,3,Mg
Mg2 –3Sn,Mg,,,3,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,Low,280,Mid,974,Mid,20,Mid,69,Low,3,Mg
Mg0 –1Ba2Mn2CuF14,Mg,,,1,,,2,14,0,0,0,3,0,0,,,2,,,,,,14,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,3.93,High,73,Mid,323,Mid,285,Mid,1269,Mid,3,Mg
Mg0 –1V2O5,Mg,,,1,,,0,0,0,0,5,2,0,0,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2.56,Mid,260,Mid,836,Mid,666,Mid,2142,Mid,3,Mg
Mg0 –0.5VO2,Mg,,,0.5,,,0,0,0,0,5,1,0,0,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2.45,Mid,282,Mid,1130,Mid,690,High,2767,High,3,Mg
Mg0 –0.25CoO2,Mg,,,0.25,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3.04,Mid,138,Mid,665,Mid,420,Mid,2024,Mid,3,Mg
Mg0 –1VF5,Mg,,,1,,,0,5,0,0,0,1,0,0,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3.81,High,315,Mid,977,Mid,1199,High,3719,High,3,Mg
Mg0 –1Ba2CuMo2F14,Mg,,,1,,,2,14,0,0,0,3,0,0,,,2,,,,,,14,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,2.76,Mid,65,Mid,306,Mid,180,Mid,844,Mid,3,Mg
MgMn(SiO3)2,Mg,,,1,,,0,0,2,0,6,1,0,0,,,,,,,,,,,,,2,,,,,,,,6,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2.95,Mid,232,Mid,753,Mid,684,High,2225,Mid,3,Mg
Mg0 –2Nb2CrO8,Mg,,,2,,,0,0,0,0,8,3,0,0,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,3.27,Mid,259,Mid,1159,Mid,846,High,3788,High,3,Mg
MgFe(SiO3)2,Mg,,,1,,,0,0,2,0,6,1,0,0,,,,,,,,,,,,,2,,,,,,,,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3.07,Mid,231,Mid,777,Mid,709,High,2389,Mid,3,Mg
Mg0 –1Si2NiO6,Mg,,,1,,,0,0,2,0,6,1,0,0,,,,,,,,,,,,,2,,,,,,,,6,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4.04,High,228,Mid,812,Mid,921,High,3280,High,3,Mg
Mg0 –1Ba2Fe2CuF14,Mg,,,1,,,2,14,0,0,0,3,0,0,,,2,,,,,,14,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,4.83,High,72,Mid,322,Mid,350,Mid,1555,Mid,3,Mg
Mg0 –0.5NiO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3.46,Mid,261,Mid,1231,Mid,901,High,4255,High,3,Mg
MgV(GeO3)2,Mg,,,1,,,0,0,2,0,6,1,0,0,,,,,,,,,,,,,,2,,,,,,,6,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2.01,Mid,169,Mid,734,Mid,341,Mid,1477,Mid,3,Mg
Mg0 –0.5FeO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3.96,High,268,Mid,1144,Mid,1062,High,4536,High,3,Mg
Mg0 –0.5TiO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1.12,Mid,291,Mid,1267,Mid,326,Mid,1417,Mid,3,Mg
Mg0 –0.5TiO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1.22,Mid,291,Mid,1150,Mid,357,Mid,1408,Mid,3,Mg
MgFe2(MoO4)3,Mg,,,1,,,0,0,0,0,12,5,0,0,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,2,,,,,,,3,,,,,,,,,,,,,,,2.17,Mid,128,Mid,483,Mid,278,Mid,1046,Mid,3,Mg
MgMn5(TeO6)3,Mg,,,1,,,0,0,3,0,18,5,0,0,,,,,,,,,,,,,,,3,,,,,,18,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,3.02,Mid,206,Mid,961,Mid,621,Mid,2903,High,3,Mg
Mg0 –2MoWO6,Mg,,,2,,,0,0,0,0,6,2,0,0,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1.99,Mid,253,Mid,1576,High,503,Mid,3136,High,3,Mg
Mg0 –0.5CrO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3.44,Mid,279,Mid,1171,Mid,958,High,4025,High,3,Mg
Mg0 –0.5VO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2.45,Mid,282,Mid,1130,Mid,690,High,2767,High,3,Mg
Mg0 –0.5VO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2.29,Mid,282,Mid,1136,Mid,647,Mid,2606,Mid,3,Mg
Mg0 –0.5VO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2.51,Mid,282,Mid,1134,Mid,707,High,2844,High,3,Mg
Mg0 –0.5VO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1.91,Mid,282,Mid,1240,Mid,538,Mid,2368,Mid,3,Mg
Mg0 –0.5VO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,Mid,282,Mid,1125,Mid,563,Mid,2248,Mid,3,Mg
Mg0 –0.5VO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1.84,Mid,282,Mid,1260,Mid,520,Mid,2323,Mid,3,Mg
Mg0 –0.5VPO5,Mg,,,0.5,,,0,0,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3.07,Mid,154,Mid,539,Mid,473,Mid,1655,Mid,3,Mg
Mg0 –0.5VS2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1.11,Mid,211,Mid,655,Mid,233,Mid,725,Mid,3,Mg
Mg0 –0.5W2O3,Mg,,,0.5,,,0,0,0,0,3,2,0,0,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1.33,Mid,63,Mid,610,Mid,83,Mid,809,Mid,3,Mg
Mg0 –0.5WO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1.35,Mid,118,Mid,959,Mid,159,Mid,1296,Mid,3,Mg
Mg0 –0.5WO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1.4,Mid,118,Mid,961,Mid,164,Mid,1344,Mid,3,Mg
Mg0 –0.5WO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1.35,Mid,118,Mid,966,Mid,158,Mid,1301,Mid,3,Mg
Mg0 –0.5WO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1.35,Mid,118,Mid,1045,Mid,159,Mid,1413,Mid,3,Mg
Mg0 –0.5WO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0.48,Mid,118,Mid,1048,Mid,56,Mid,501,Mid,3,Mg
Mg0 –0.5WO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0.65,Mid,118,Mid,938,Mid,76,Mid,606,Mid,3,Mg
Mg0 –0.5WO2,Mg,,,0.5,,,0,0,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1.58,Mid,118,Mid,1035,Mid,186,Mid,1635,Mid,3,Mg
Mg0 –1.5Sb,Mg,,,1.5,,,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,Mid,508,High,2001,High,201,Mid,792,Mid,3,Mg
Mg0 –149Fe,Mg,,,149,,,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0.01,Low,2172,High,3846,High,15,Mid,27,Low,3,Mg
Mg0 –149Mo,Mg,,,149,,,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0.01,Low,2149,High,3881,High,17,Mid,31,Low,3,Mg
Mg0 –1Ba2Cr2CuF14,Mg,,,1,,,2,14,0,0,0,3,0,0,,,2,,,,,,14,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,4.27,High,73,Mid,333,Mid,312,Mid,1421,Mid,3,Mg
Mg0 –1Ba2CuMo2F14,Mg,,,1,,,2,14,0,0,0,3,0,0,,,2,,,,,,14,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,2.76,Mid,65,Mid,306,Mid,180,Mid,844,Mid,3,Mg
Mg0 –1Ba2CuSn2F14,Mg,,,1,,,2,14,0,2,0,1,0,0,,,2,,,,,,14,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1.82,Mid,62,Mid,294,Mid,112,Mid,534,Mid,3,Mg
Mg0 –1Ba2Fe2CuF14,Mg,,,1,,,2,14,0,0,0,3,0,0,,,2,,,,,,14,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,4.83,High,72,Mid,322,Mid,350,Mid,1555,Mid,3,Mg
Mg0 –1Ba2Mn2CuF14,Mg,,,1,,,2,14,0,0,0,3,0,0,,,2,,,,,,14,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,3.93,High,73,Mid,323,Mid,285,Mid,1269,Mid,3,Mg
Mg0 –1Ba2Ti2CuF14,Mg,,,1,,,2,14,0,0,2,1,0,0,,,2,,,,,,14,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1.77,Mid,74,Mid,313,Mid,131,Mid,555,Mid,3,Mg
Mg0 –1BaBiF7,Mg,,,1,,,1,7,0,1,0,0,0,0,,,1,,,,,,7,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.68,High,106,Mid,583,Mid,498,Mid,2727,High,3,Mg
Mg0 –1BaCr4O8,Mg,,,1,,,1,0,0,0,8,4,0,0,,,1,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2.26,Mid,108,Mid,479,Mid,244,Mid,1085,Mid,3,Mg
Mg0 –1BaCrF7,Mg,,,1,,,1,7,0,0,0,1,0,0,,,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4.89,High,155,Mid,655,Mid,756,High,3201,High,3,Mg
Mg0 –1BaMn4O8,Mg,,,1,,,1,0,0,0,8,4,0,0,,,1,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,3.09,Mid,105,Mid,470,Mid,325,Mid,1454,Mid,3,Mg
Mg0 –1BaMoF7,Mg,,,1,,,1,7,0,0,0,1,0,0,,,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3.39,Mid,137,Mid,611,Mid,465,Mid,2070,Mid,3,Mg
Mg0 –1BaTi4O8,Mg,,,1,,,1,0,0,0,8,4,0,0,,,1,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0.47,Mid,111,Mid,471,Mid,52,Mid,219,Mid,3,Mg
Mg0 –1BaV4O8,Mg,,,1,,,1,0,0,0,8,4,0,0,,,1,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,2.14,Mid,109,Mid,462,Mid,233,Mid,991,Mid,3,Mg
Mg0 –1BaWF7,Mg,,,1,,,1,7,0,0,0,1,0,0,,,1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2.53,Mid,112,Mid,613,Mid,283,Mid,1548,Mid,3,Mg
Mg0 –1Bi,Mg,,,1,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,Mid,230,Mid,1630,High,77,Mid,546,Mid,3,Mg
Mg0 –1Bi2O5,Mg,,,1,,,0,0,0,2,5,0,0,0,,,,,,,,,,,,,,,,,,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35,Mid,103,Mid,688,Mid,344,Mid,2303,Mid,3,Mg
Mg0 –1BiAsO5,Mg,,,1,,,0,0,1,2,5,0,0,0,,,,,,,,,,,,,,,,,1,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63,High,138,Mid,746,Mid,501,Mid,2708,Mid,3,Mg
Mg0 –1BiF5,Mg,,,1,,,0,5,0,1,0,0,0,0,,,,,,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67,High,163,Mid,771,Mid,763,High,3600,High,3,Mg
Mg0 –1BiF5,Mg,,,1,,,0,5,0,1,0,0,0,0,,,,,,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59,High,163,Mid,748,Mid,749,High,3431,High,3,Mg
Mg0 –1BiSbO5,Mg,,,1,,,0,0,1,1,5,0,0,0,,,,,,,,,,,,,,,,1,,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17,High,123,Mid,817,Mid,513,Mid,3402,High,3,Mg
Mg0 –1BiWO5,Mg,,,1,,,0,0,0,1,5,1,0,0,,,,,,,,,,,,,,,,,,,1,,5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2.92,Mid,108,Mid,711,Mid,315,Mid,2076,Mid,3,Mg
Mg0 –1C,Mg,,,1,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,Low,1476,High,4038,High,206,Mid,564,Mid,3,Mg
